State,Year,Category,SubCat,Value
Indiana,2015,TotalIncome,Income,25422.00098
Indiana,2015,Expenditure,Income Tax,3588.196423
Indiana,2015,Expenditure,Other,1656.566829
Indiana,2015,HP,Housing Prices,159922.7988
Indiana,2016,TotalIncome,Income,26306.78143
Indiana,2016,Expenditure,Income Tax,3945.071987
Indiana,2016,Expenditure,Other,2017.22671
Indiana,2016,HP,Housing Prices,167224.5793
Indiana,2017,TotalIncome,Income,29771.16027
Indiana,2017,Expenditure,Income Tax,4569.142458
Indiana,2017,Expenditure,Other,1888.449022
Indiana,2017,HP,Housing Prices,177191.8359
Indiana,2018,TotalIncome,Income,29448.11966
Indiana,2018,Expenditure,Income Tax,4138.149831
Indiana,2018,Expenditure,Other,1948.33322
Indiana,2018,HP,Housing Prices,180125.6725
Indiana,2019,TotalIncome,Income,30989.55406
Indiana,2019,Expenditure,Income Tax,10830.23357
Indiana,2019,Expenditure,Other,2620.5053
Indiana,2019,HP,Housing Prices,180702.2222
Indiana,2020,TotalIncome,Income,32973.50566
Indiana,2020,Expenditure,Income Tax,14674.8997
Indiana,2020,Expenditure,Other,3049.121418
Indiana,2020,HP,Housing Prices,224030.1628
Indiana,2021,TotalIncome,Income,36237.73688
Indiana,2021,Expenditure,Income Tax,11854.61775
Indiana,2021,Expenditure,Other,2775.173964
Indiana,2021,HP,Housing Prices,233796.6536
Iowa,2012,TotalIncome,Income,25151.62043
Iowa,2012,Expenditure,Income Tax,3266.062634
Iowa,2012,Expenditure,Other,1403.951613
Iowa,2012,HP,Housing Prices,150159.1089
Iowa,2013,TotalIncome,Income,26105.0238
Iowa,2013,Expenditure,Income Tax,3297.778199
Iowa,2013,Expenditure,Other,1425.050041
Iowa,2013,HP,Housing Prices,157171.3496
Iowa,2014,TotalIncome,Income,29154.86194
Iowa,2014,Expenditure,Income Tax,4253.670182
Iowa,2014,Expenditure,Other,1987.286673
Iowa,2014,HP,Housing Prices,165558.4383
Iowa,2015,TotalIncome,Income,28978.9898
Iowa,2015,Expenditure,Income Tax,4300.362297
Iowa,2015,Expenditure,Other,1684.908954
Iowa,2015,HP,Housing Prices,174087.8262
Iowa,2016,TotalIncome,Income,30902.69049
Iowa,2016,Expenditure,Income Tax,5305.080206
Iowa,2016,Expenditure,Other,1733.276607
Iowa,2016,HP,Housing Prices,166402.1277
Iowa,2017,TotalIncome,Income,31866.52645
Iowa,2017,Expenditure,Income Tax,5019.657935
Iowa,2017,Expenditure,Other,1770.106297
Iowa,2017,HP,Housing Prices,172368.4366
Iowa,2018,TotalIncome,Income,32048.61178
Iowa,2018,Expenditure,Income Tax,4755.684794
Iowa,2018,Expenditure,Other,1958.481873
Iowa,2018,HP,Housing Prices,182268.2763
Iowa,2019,TotalIncome,Income,32449.92831
Iowa,2019,Expenditure,Income Tax,12660.31937
Iowa,2019,Expenditure,Other,2743.296555
Iowa,2019,HP,Housing Prices,194028.3417
Iowa,2020,TotalIncome,Income,33450.36588
Iowa,2020,Expenditure,Income Tax,12039.20577
Iowa,2020,Expenditure,Other,3018.944882
Iowa,2020,HP,Housing Prices,219963.2091
Iowa,2021,TotalIncome,Income,35214.72417
Iowa,2021,Expenditure,Income Tax,9848.786475
Iowa,2021,Expenditure,Other,3161.496273
Iowa,2021,HP,Housing Prices,207078.1567
Kansas,2012,TotalIncome,Income,24471.31039
Kansas,2012,Expenditure,Income Tax,2946.270768
Kansas,2012,Expenditure,Other,1754.458116
Kansas,2012,HP,Housing Prices,152422.2055
Kansas,2013,TotalIncome,Income,25994.63525
Kansas,2013,Expenditure,Income Tax,3381.067975
Kansas,2013,Expenditure,Other,1586.039594
Kansas,2013,HP,Housing Prices,160952.3822
Kansas,2014,TotalIncome,Income,26655.97111
Kansas,2014,Expenditure,Income Tax,3410.02
Kansas,2014,Expenditure,Other,1772.135556
Kansas,2014,HP,Housing Prices,165256.2763
Kansas,2015,TotalIncome,Income,27113.30107
Kansas,2015,Expenditure,Income Tax,3631.708846
Kansas,2015,Expenditure,Other,1683.244347
Kansas,2015,HP,Housing Prices,205375.6855
Kansas,2016,TotalIncome,Income,29063.62381
Kansas,2016,Expenditure,Income Tax,4369.89323
Kansas,2016,Expenditure,Other,1628.341209
Kansas,2016,HP,Housing Prices,188347.9789
Kansas,2017,TotalIncome,Income,29739.41295
Kansas,2017,Expenditure,Income Tax,3939.975446
Kansas,2017,Expenditure,Other,1704.197321
Kansas,2017,HP,Housing Prices,175411.2748
Kansas,2018,TotalIncome,Income,32118.22444
Kansas,2018,Expenditure,Income Tax,4614.413015
Kansas,2018,Expenditure,Other,1506.288623
Kansas,2018,HP,Housing Prices,200268.3878
Kansas,2019,TotalIncome,Income,33446.85443
Kansas,2019,Expenditure,Income Tax,14034.69431
Kansas,2019,Expenditure,Other,3028.247905
Kansas,2019,HP,Housing Prices,201498.5373
Kansas,2020,TotalIncome,Income,36321.56346
Kansas,2020,Expenditure,Income Tax,15348.14914
Kansas,2020,Expenditure,Other,2771.024198
Kansas,2020,HP,Housing Prices,199812.3561
Kansas,2021,TotalIncome,Income,36381.57005
Kansas,2021,Expenditure,Income Tax,10827.43043
Kansas,2021,Expenditure,Other,2802.736232
Kansas,2021,HP,Housing Prices,206613.7125
Kentucky,2012,TotalIncome,Income,21720.38351
Kentucky,2012,Expenditure,Income Tax,2540.009966
Kentucky,2012,Expenditure,Other,1349.18866
Kentucky,2012,HP,Housing Prices,157099.1345
Kentucky,2013,TotalIncome,Income,22263.27742
Kentucky,2013,Expenditure,Income Tax,2504.37851
Kentucky,2013,Expenditure,Other,1291.089854
Kentucky,2013,HP,Housing Prices,149027.3182
Kentucky,2014,TotalIncome,Income,22656.9253
Kentucky,2014,Expenditure,Income Tax,2888.953012
Kentucky,2014,Expenditure,Other,1091.219277
Kentucky,2014,HP,Housing Prices,143399.7202
Kentucky,2015,TotalIncome,Income,25761.93387
Kentucky,2015,Expenditure,Income Tax,3910.948189
Kentucky,2015,Expenditure,Other,1412.59941
Kentucky,2015,HP,Housing Prices,164934.1509
Kentucky,2016,TotalIncome,Income,24868.90708
Kentucky,2016,Expenditure,Income Tax,3673.746226
Kentucky,2016,Expenditure,Other,1403.911792
Kentucky,2016,HP,Housing Prices,167102.3432
Kentucky,2017,TotalIncome,Income,26365.96217
Kentucky,2017,Expenditure,Income Tax,3597.284824
Kentucky,2017,Expenditure,Other,1477.162439
Kentucky,2017,HP,Housing Prices,172516.5061
Kentucky,2018,TotalIncome,Income,29063.60155
Kentucky,2018,Expenditure,Income Tax,4268.020894
Kentucky,2018,Expenditure,Other,1533.505345
Kentucky,2018,HP,Housing Prices,179140.1414
Kentucky,2019,TotalIncome,Income,32070.51351
Kentucky,2019,Expenditure,Income Tax,13825.75988
Kentucky,2019,Expenditure,Other,1898.839917
Kentucky,2019,HP,Housing Prices,174165.097
Kentucky,2020,TotalIncome,Income,33830.92343
Kentucky,2020,Expenditure,Income Tax,13621.23724
Kentucky,2020,Expenditure,Other,2444.093387
Kentucky,2020,HP,Housing Prices,192389.5943
Kentucky,2021,TotalIncome,Income,30577.28051
Kentucky,2021,Expenditure,Income Tax,6003.458003
Kentucky,2021,Expenditure,Other,2218.243529
Kentucky,2021,HP,Housing Prices,217279.4155
Louisiana,2012,TotalIncome,Income,21835.02164
Louisiana,2012,Expenditure,Income Tax,2269.177836
Louisiana,2012,Expenditure,Other,1247.538259
Louisiana,2012,HP,Housing Prices,163736.7556
Louisiana,2013,TotalIncome,Income,21773.9179
Louisiana,2013,Expenditure,Income Tax,2053.397738
Louisiana,2013,Expenditure,Other,1310.927237
Louisiana,2013,HP,Housing Prices,165275.537
Louisiana,2014,TotalIncome,Income,24890.09001
Louisiana,2014,Expenditure,Income Tax,3691.890295
Louisiana,2014,Expenditure,Other,1486.447257
Louisiana,2014,HP,Housing Prices,186227.8788
Louisiana,2015,TotalIncome,Income,23671.79028
Louisiana,2015,Expenditure,Income Tax,3016.543904
Louisiana,2015,Expenditure,Other,1314.876304
Louisiana,2015,HP,Housing Prices,177761.3977
Louisiana,2016,TotalIncome,Income,27180.64755
Louisiana,2016,Expenditure,Income Tax,3863.481456
Louisiana,2016,Expenditure,Other,1588.96798
Louisiana,2016,HP,Housing Prices,186219.1688
Louisiana,2017,TotalIncome,Income,26021.819
Louisiana,2017,Expenditure,Income Tax,3449.107471
Louisiana,2017,Expenditure,Other,1515.471365
Louisiana,2017,HP,Housing Prices,184758.2342
Louisiana,2018,TotalIncome,Income,26785.32778
Louisiana,2018,Expenditure,Income Tax,3509.932416
Louisiana,2018,Expenditure,Other,1433.246198
Louisiana,2018,HP,Housing Prices,184301.8609
Louisiana,2019,TotalIncome,Income,28908.56918
Louisiana,2019,Expenditure,Income Tax,8508.003877
Louisiana,2019,Expenditure,Other,2231.903077
Louisiana,2019,HP,Housing Prices,200323.2287
Louisiana,2020,TotalIncome,Income,31517.47216
Louisiana,2020,Expenditure,Income Tax,10061.02297
Louisiana,2020,Expenditure,Other,2488.338919
Louisiana,2020,HP,Housing Prices,209995.1218
Louisiana,2021,TotalIncome,Income,30331.80249
Louisiana,2021,Expenditure,Income Tax,4883.962427
Louisiana,2021,Expenditure,Other,2446.216806
Louisiana,2021,HP,Housing Prices,199179.2196
Maine,2012,TotalIncome,Income,26865.70323
Maine,2012,Expenditure,Income Tax,3887.530143
Maine,2012,Expenditure,Other,1442.296768
Maine,2012,HP,Housing Prices,198254.6078
Maine,2013,TotalIncome,Income,26589.88496
Maine,2013,Expenditure,Income Tax,3544.296529
Maine,2013,Expenditure,Other,1594.355372
Maine,2013,HP,Housing Prices,201305.9076
Maine,2014,TotalIncome,Income,28698.65603
Maine,2014,Expenditure,Income Tax,3880.722832
Maine,2014,Expenditure,Other,1679.703888
Maine,2014,HP,Housing Prices,190906.4011
Maine,2015,TotalIncome,Income,29023.55369
Maine,2015,Expenditure,Income Tax,4120.139409
Maine,2015,Expenditure,Other,1900.160591
Maine,2015,HP,Housing Prices,215385.4146
Maine,2016,TotalIncome,Income,29337.62812
Maine,2016,Expenditure,Income Tax,4224.795163
Maine,2016,Expenditure,Other,1952.015117
Maine,2016,HP,Housing Prices,226212.2883
Maine,2017,TotalIncome,Income,30773.21252
Maine,2017,Expenditure,Income Tax,4605.917031
Maine,2017,Expenditure,Other,1743.243086
Maine,2017,HP,Housing Prices,226624.6325
Maine,2018,TotalIncome,Income,29738.84574
Maine,2018,Expenditure,Income Tax,3914.663566
Maine,2018,Expenditure,Other,1734.851938
Maine,2018,HP,Housing Prices,209806.5457
Maine,2019,TotalIncome,Income,32565.0899
Maine,2019,Expenditure,Income Tax,9880.281623
Maine,2019,Expenditure,Other,3099.97136
Maine,2019,HP,Housing Prices,222734.0126
Maine,2020,TotalIncome,Income,36575.87175
Maine,2020,Expenditure,Income Tax,12071.28251
Maine,2020,Expenditure,Other,3473.815247
Maine,2020,HP,Housing Prices,228252.0486
Maine,2021,TotalIncome,Income,36531.51944
Maine,2021,Expenditure,Income Tax,8045.289815
Maine,2021,Expenditure,Other,2802.578704
Maine,2021,HP,Housing Prices,256050.2404
Maryland,2012,TotalIncome,Income,33229.16386
Maryland,2012,Expenditure,Income Tax,4081.216005
Maryland,2012,Expenditure,Other,1564.319695
Maryland,2012,HP,Housing Prices,350944.1417
Maryland,2013,TotalIncome,Income,33139.31773
Maryland,2013,Expenditure,Income Tax,5180.572889
Maryland,2013,Expenditure,Other,1580.038438
Maryland,2013,HP,Housing Prices,345061.576
Maryland,2014,TotalIncome,Income,37280.66062
Maryland,2014,Expenditure,Income Tax,6715.358199
Maryland,2014,Expenditure,Other,1706.59879
Maryland,2014,HP,Housing Prices,340007.7587
Maryland,2015,TotalIncome,Income,37173.65763
Maryland,2015,Expenditure,Income Tax,6452.259843
Maryland,2015,Expenditure,Other,1795.087197
Maryland,2015,HP,Housing Prices,374722.2543
Maryland,2016,TotalIncome,Income,36878.08599
Maryland,2016,Expenditure,Income Tax,7155.654321
Maryland,2016,Expenditure,Other,1497.753086
Maryland,2016,HP,Housing Prices,345557.5483
Maryland,2017,TotalIncome,Income,40249.77515
Maryland,2017,Expenditure,Income Tax,7974.077346
Maryland,2017,Expenditure,Other,1909.950549
Maryland,2017,HP,Housing Prices,368446.0816
Maryland,2018,TotalIncome,Income,40303.46259
Maryland,2018,Expenditure,Income Tax,7525.241009
Maryland,2018,Expenditure,Other,2006.776354
Maryland,2018,HP,Housing Prices,386348.844
Maryland,2019,TotalIncome,Income,41256.01594
Maryland,2019,Expenditure,Income Tax,22295.38734
Maryland,2019,Expenditure,Other,3276.68216
Maryland,2019,HP,Housing Prices,356474.9385
Maryland,2020,TotalIncome,Income,46663.92799
Maryland,2020,Expenditure,Income Tax,26615.82022
Maryland,2020,Expenditure,Other,3235.966803
Maryland,2020,HP,Housing Prices,389410.482
Maryland,2021,TotalIncome,Income,50724.05174
Maryland,2021,Expenditure,Income Tax,29282.97437
Maryland,2021,Expenditure,Other,2993.805609
Maryland,2021,HP,Housing Prices,407018.7841
Massachusetts,2012,TotalIncome,Income,31978.86001
Massachusetts,2012,Expenditure,Income Tax,5255.07551
Massachusetts,2012,Expenditure,Other,1611.237888
Massachusetts,2012,HP,Housing Prices,406735.3254
Massachusetts,2013,TotalIncome,Income,31530.80933
Massachusetts,2013,Expenditure,Income Tax,4866.876268
Massachusetts,2013,Expenditure,Other,1598.903313
Massachusetts,2013,HP,Housing Prices,367204.8851
Massachusetts,2014,TotalIncome,Income,38240.03571
Massachusetts,2014,Expenditure,Income Tax,7720.334524
Massachusetts,2014,Expenditure,Other,1749.847619
Massachusetts,2014,HP,Housing Prices,361913.2879
Massachusetts,2015,TotalIncome,Income,35078.83738
Massachusetts,2015,Expenditure,Income Tax,6212.862281
Massachusetts,2015,Expenditure,Other,1738.80787
Massachusetts,2015,HP,Housing Prices,436392.7215
Massachusetts,2016,TotalIncome,Income,37266.12511
Massachusetts,2016,Expenditure,Income Tax,7089.195906
Massachusetts,2016,Expenditure,Other,1670.807506
Massachusetts,2016,HP,Housing Prices,465125.2595
Massachusetts,2017,TotalIncome,Income,37593.77894
Massachusetts,2017,Expenditure,Income Tax,6479.313396
Massachusetts,2017,Expenditure,Other,1799.791896
Massachusetts,2017,HP,Housing Prices,440544.8888
Massachusetts,2018,TotalIncome,Income,40936.82721
Massachusetts,2018,Expenditure,Income Tax,7428.197761
Massachusetts,2018,Expenditure,Other,2041.079506
Massachusetts,2018,HP,Housing Prices,449935.2885
Massachusetts,2019,TotalIncome,Income,45024.61727
Massachusetts,2019,Expenditure,Income Tax,23623.96082
Massachusetts,2019,Expenditure,Other,3522.51904
Massachusetts,2019,HP,Housing Prices,473396.0772
Massachusetts,2020,TotalIncome,Income,49349.51963
Massachusetts,2020,Expenditure,Income Tax,27518.89827
Massachusetts,2020,Expenditure,Other,3501.190958
Massachusetts,2020,HP,Housing Prices,492655.8833
Massachusetts,2021,TotalIncome,Income,50436.96596
Massachusetts,2021,Expenditure,Income Tax,24071.04601
Massachusetts,2021,Expenditure,Other,3644.772455
Massachusetts,2021,HP,Housing Prices,554534.7681
Michigan,2012,TotalIncome,Income,24928.67961
Michigan,2012,Expenditure,Income Tax,3105.556833
Michigan,2012,Expenditure,Other,1151.567462
Michigan,2012,HP,Housing Prices,150184.5032
Michigan,2013,TotalIncome,Income,26695.74493
Michigan,2013,Expenditure,Income Tax,3458.817354
Michigan,2013,Expenditure,Other,1317.415395
Michigan,2013,HP,Housing Prices,153768.1692
Michigan,2014,TotalIncome,Income,30706.35758
Michigan,2014,Expenditure,Income Tax,5020.264928
Michigan,2014,Expenditure,Other,1538.522306
Michigan,2014,HP,Housing Prices,173664.2354
Michigan,2015,TotalIncome,Income,27836.99975
Michigan,2015,Expenditure,Income Tax,4130.534334
Michigan,2015,Expenditure,Other,1449.800148
Michigan,2015,HP,Housing Prices,157788.319
Michigan,2016,TotalIncome,Income,29522.11531
Michigan,2016,Expenditure,Income Tax,4485.234305
Michigan,2016,Expenditure,Other,1591.5855
Michigan,2016,HP,Housing Prices,172777.8794
Michigan,2017,TotalIncome,Income,30307.01381
Michigan,2017,Expenditure,Income Tax,4241.331117
Michigan,2017,Expenditure,Other,1702.501406
Michigan,2017,HP,Housing Prices,181838.9825
Michigan,2018,TotalIncome,Income,32362.70206
Michigan,2018,Expenditure,Income Tax,4785.269841
Michigan,2018,Expenditure,Other,1678.065834
Michigan,2018,HP,Housing Prices,184031.571
Michigan,2019,TotalIncome,Income,34054.20052
Michigan,2019,Expenditure,Income Tax,12831.52451
Michigan,2019,Expenditure,Other,2603.161868
Michigan,2019,HP,Housing Prices,215530.8546
Michigan,2020,TotalIncome,Income,39013.42796
Michigan,2020,Expenditure,Income Tax,15830.36678
Michigan,2020,Expenditure,Other,2872.679817
Michigan,2020,HP,Housing Prices,217460.882
Michigan,2021,TotalIncome,Income,41864.37057
Michigan,2021,Expenditure,Income Tax,17525.20953
Michigan,2021,Expenditure,Other,2644.60643
Michigan,2021,HP,Housing Prices,234403.3322
Minnesota,2012,TotalIncome,Income,28609.39008
Minnesota,2012,Expenditure,Income Tax,4007.735637
Minnesota,2012,Expenditure,Other,1581.54505
Minnesota,2012,HP,Housing Prices,219140.9682
Minnesota,2013,TotalIncome,Income,29732.25731
Minnesota,2013,Expenditure,Income Tax,4120.124896
Minnesota,2013,Expenditure,Other,1690.176901
Minnesota,2013,HP,Housing Prices,225830.9318
Minnesota,2014,TotalIncome,Income,32093.99296
Minnesota,2014,Expenditure,Income Tax,5082.125264
Minnesota,2014,Expenditure,Other,2019.574243
Minnesota,2014,HP,Housing Prices,243066.7271
Minnesota,2015,TotalIncome,Income,33239.24346
Minnesota,2015,Expenditure,Income Tax,5364.823786
Minnesota,2015,Expenditure,Other,1757.264633
Minnesota,2015,HP,Housing Prices,237524.5638
Minnesota,2016,TotalIncome,Income,33556.12907
Minnesota,2016,Expenditure,Income Tax,5856.697419
Minnesota,2016,Expenditure,Other,1931.582734
Minnesota,2016,HP,Housing Prices,222714.3749
Minnesota,2017,TotalIncome,Income,34244.87198
Minnesota,2017,Expenditure,Income Tax,5230.948526
Minnesota,2017,Expenditure,Other,2057.025957
Minnesota,2017,HP,Housing Prices,240723.6862
Minnesota,2018,TotalIncome,Income,34886.31066
Minnesota,2018,Expenditure,Income Tax,5401.022378
Minnesota,2018,Expenditure,Other,1952.770513
Minnesota,2018,HP,Housing Prices,257461.6659
Minnesota,2019,TotalIncome,Income,38205.72957
Minnesota,2019,Expenditure,Income Tax,17970.06348
Minnesota,2019,Expenditure,Other,3309.642174
Minnesota,2019,HP,Housing Prices,269312.8176
Minnesota,2020,TotalIncome,Income,40810.96965
Minnesota,2020,Expenditure,Income Tax,18762.8282
Minnesota,2020,Expenditure,Other,3393.634454
Minnesota,2020,HP,Housing Prices,296457.9977
Minnesota,2021,TotalIncome,Income,45972.85457
Minnesota,2021,Expenditure,Income Tax,21216.29559
Minnesota,2021,Expenditure,Other,3543.639981
Minnesota,2021,HP,Housing Prices,317089.5748
Mississippi,2012,TotalIncome,Income,21265.71626
Mississippi,2012,Expenditure,Income Tax,2175.336283
Mississippi,2012,Expenditure,Other,1295.482301
Mississippi,2012,HP,Housing Prices,127229.583
Mississippi,2013,TotalIncome,Income,20762.99464
Mississippi,2013,Expenditure,Income Tax,2272.069705
Mississippi,2013,Expenditure,Other,1194.01555
Mississippi,2013,HP,Housing Prices,121383.6971
Mississippi,2014,TotalIncome,Income,25929.41069
Mississippi,2014,Expenditure,Income Tax,4267.731298
Mississippi,2014,Expenditure,Other,1457.621374
Mississippi,2014,HP,Housing Prices,125128.3136
Mississippi,2015,TotalIncome,Income,20625.90831
Mississippi,2015,Expenditure,Income Tax,2297.200308
Mississippi,2015,Expenditure,Other,1274.888615
Mississippi,2015,HP,Housing Prices,119440.7126
Mississippi,2016,TotalIncome,Income,22477.99721
Mississippi,2016,Expenditure,Income Tax,3001.525098
Mississippi,2016,Expenditure,Other,1352.865588
Mississippi,2016,HP,Housing Prices,132667.2233
Mississippi,2017,TotalIncome,Income,23302.60527
Mississippi,2017,Expenditure,Income Tax,2665.350015
Mississippi,2017,Expenditure,Other,1361.906722
Mississippi,2017,HP,Housing Prices,134136.1135
Mississippi,2018,TotalIncome,Income,23593.18957
Mississippi,2018,Expenditure,Income Tax,2553.174963
Mississippi,2018,Expenditure,Other,1363.156781
Mississippi,2018,HP,Housing Prices,138555.9903
Mississippi,2019,TotalIncome,Income,24397.17401
Mississippi,2019,Expenditure,Income Tax,7023.601883
Mississippi,2019,Expenditure,Other,2075.549043
Mississippi,2019,HP,Housing Prices,146503.2039
Mississippi,2020,TotalIncome,Income,26888.33106
Mississippi,2020,Expenditure,Income Tax,7750.564811
Mississippi,2020,Expenditure,Other,2283.008977
Mississippi,2020,HP,Housing Prices,149422.9084
Mississippi,2021,TotalIncome,Income,26735.86311
Mississippi,2021,Expenditure,Income Tax,3547.645743
Mississippi,2021,Expenditure,Other,2082.223038
Mississippi,2021,HP,Housing Prices,151081.16
Missouri,2012,TotalIncome,Income,25348.80359
Missouri,2012,Expenditure,Income Tax,3397.104902
Missouri,2012,Expenditure,Other,1425.519608
Missouri,2012,HP,Housing Prices,177998.9065
Missouri,2013,TotalIncome,Income,26780.59444
Missouri,2013,Expenditure,Income Tax,3620.584735
Missouri,2013,Expenditure,Other,1336.256792
Missouri,2013,HP,Housing Prices,174887.4585
Missouri,2014,TotalIncome,Income,25234.41957
Missouri,2014,Expenditure,Income Tax,3440.29445
Missouri,2014,Expenditure,Other,1800.952023
Missouri,2014,HP,Housing Prices,178477.0642
Missouri,2015,TotalIncome,Income,29761.72717
Missouri,2015,Expenditure,Income Tax,4446.204713
Missouri,2015,Expenditure,Other,1571.166053
Missouri,2015,HP,Housing Prices,193311.2304
Missouri,2016,TotalIncome,Income,30523.64614
Missouri,2016,Expenditure,Income Tax,4859.395731
Missouri,2016,Expenditure,Other,2032.446634
Missouri,2016,HP,Housing Prices,179761.8403
Missouri,2017,TotalIncome,Income,28755.90967
Missouri,2017,Expenditure,Income Tax,4063.878233
Missouri,2017,Expenditure,Other,1673.656586
Missouri,2017,HP,Housing Prices,180074.7408
Missouri,2018,TotalIncome,Income,32132.00126
Missouri,2018,Expenditure,Income Tax,4728.976111
Missouri,2018,Expenditure,Other,1750.359598
Missouri,2018,HP,Housing Prices,199335.0379
Missouri,2019,TotalIncome,Income,32992.45916
Missouri,2019,Expenditure,Income Tax,11772.24376
Missouri,2019,Expenditure,Other,2794.537452
Missouri,2019,HP,Housing Prices,211980.7011
Missouri,2020,TotalIncome,Income,34083.53196
Missouri,2020,Expenditure,Income Tax,12055.04133
Missouri,2020,Expenditure,Other,2920.832773
Missouri,2020,HP,Housing Prices,210124.7286
Missouri,2021,TotalIncome,Income,35964.9068
Missouri,2021,Expenditure,Income Tax,8579.582155
Missouri,2021,Expenditure,Other,2876.630742
Missouri,2021,HP,Housing Prices,224401.0605
Montana,2012,TotalIncome,Income,21593.21369
Montana,2012,Expenditure,Income Tax,2237.949199
Montana,2012,Expenditure,Other,1324.374931
Montana,2012,HP,Housing Prices,200814.658
Montana,2013,TotalIncome,Income,24228.15674
Montana,2013,Expenditure,Income Tax,2745.533146
Montana,2013,Expenditure,Other,1377.997191
Montana,2013,HP,Housing Prices,219795.6269
Montana,2014,TotalIncome,Income,24811.28913
Montana,2014,Expenditure,Income Tax,3235.541436
Montana,2014,Expenditure,Other,1569.138122
Montana,2014,HP,Housing Prices,229674.3243
Montana,2015,TotalIncome,Income,28737.48738
Montana,2015,Expenditure,Income Tax,4063.981615
Montana,2015,Expenditure,Other,1889.060923
Montana,2015,HP,Housing Prices,220686.6815
Montana,2016,TotalIncome,Income,28607.36958
Montana,2016,Expenditure,Income Tax,4234.978485
Montana,2016,Expenditure,Other,1753.159741
Montana,2016,HP,Housing Prices,255927.1749
Montana,2017,TotalIncome,Income,29997.81494
Montana,2017,Expenditure,Income Tax,4051.89385
Montana,2017,Expenditure,Other,1882.424319
Montana,2017,HP,Housing Prices,246896.48
Montana,2018,TotalIncome,Income,32076.43989
Montana,2018,Expenditure,Income Tax,4631.38645
Montana,2018,Expenditure,Other,1687.53944
Montana,2018,HP,Housing Prices,258884.3849
Montana,2019,TotalIncome,Income,30428.46282
Montana,2019,Expenditure,Income Tax,10035.5631
Montana,2019,Expenditure,Other,2745.665075
Montana,2019,HP,Housing Prices,314596.5044
Montana,2020,TotalIncome,Income,33646.48574
Montana,2020,Expenditure,Income Tax,12268.45054
Montana,2020,Expenditure,Other,3209.807707
Montana,2020,HP,Housing Prices,357178.8755
Montana,2021,TotalIncome,Income,34970.06077
Montana,2021,Expenditure,Income Tax,9521.344474
Montana,2021,Expenditure,Other,2709.600076
Montana,2021,HP,Housing Prices,399685
Nebraska,2012,TotalIncome,Income,26758.80614
Nebraska,2012,Expenditure,Income Tax,3635.585792
Nebraska,2012,Expenditure,Other,1619.424744
Nebraska,2012,HP,Housing Prices,156805.8229
Nebraska,2013,TotalIncome,Income,25884.19328
Nebraska,2013,Expenditure,Income Tax,3094.620168
Nebraska,2013,Expenditure,Other,1559.252773
Nebraska,2013,HP,Housing Prices,153113.7154
Nebraska,2014,TotalIncome,Income,29087.10496
Nebraska,2014,Expenditure,Income Tax,4139.843137
Nebraska,2014,Expenditure,Other,2244.88466
Nebraska,2014,HP,Housing Prices,169301.8576
Nebraska,2015,TotalIncome,Income,27731.44509
Nebraska,2015,Expenditure,Income Tax,3944.559938
Nebraska,2015,Expenditure,Other,1792.768755
Nebraska,2015,HP,Housing Prices,158900.5454
Nebraska,2016,TotalIncome,Income,28403.75874
Nebraska,2016,Expenditure,Income Tax,4541.658142
Nebraska,2016,Expenditure,Other,1525.901108
Nebraska,2016,HP,Housing Prices,164035.2155
Nebraska,2017,TotalIncome,Income,29582.66637
Nebraska,2017,Expenditure,Income Tax,4174.698463
Nebraska,2017,Expenditure,Other,1803.932188
Nebraska,2017,HP,Housing Prices,171391.7703
Nebraska,2018,TotalIncome,Income,31035.67859
Nebraska,2018,Expenditure,Income Tax,4436.913988
Nebraska,2018,Expenditure,Other,2307.543685
Nebraska,2018,HP,Housing Prices,180934.4459
Nebraska,2019,TotalIncome,Income,33860.24669
Nebraska,2019,Expenditure,Income Tax,12678.81635
Nebraska,2019,Expenditure,Other,3126.746003
Nebraska,2019,HP,Housing Prices,211932.8571
Nebraska,2020,TotalIncome,Income,35776.54151
Nebraska,2020,Expenditure,Income Tax,13666.12691
Nebraska,2020,Expenditure,Other,3228.412691
Nebraska,2020,HP,Housing Prices,207924.0308
Nebraska,2021,TotalIncome,Income,36592.39315
Nebraska,2021,Expenditure,Income Tax,8756.247456
Nebraska,2021,Expenditure,Other,2934.780296
Nebraska,2021,HP,Housing Prices,230289.3991
Nevada,2012,TotalIncome,Income,23490.12677
Nevada,2012,Expenditure,Income Tax,2063.426187
Nevada,2012,Expenditure,Other,1237.376123
Nevada,2012,HP,Housing Prices,201709.3663
Nevada,2013,TotalIncome,Income,23747.403
Nevada,2013,Expenditure,Income Tax,2045.939299
Nevada,2013,Expenditure,Other,1270.346683
Nevada,2013,HP,Housing Prices,190087.628
Nevada,2014,TotalIncome,Income,26577.70067
Nevada,2014,Expenditure,Income Tax,2841.232063
Nevada,2014,Expenditure,Other,1634.496637
Nevada,2014,HP,Housing Prices,229027.741
Nevada,2015,TotalIncome,Income,24992.54682
Nevada,2015,Expenditure,Income Tax,2705.035155
Nevada,2015,Expenditure,Other,1294.873999
Nevada,2015,HP,Housing Prices,239143.8846
Nevada,2016,TotalIncome,Income,27517.96497
Nevada,2016,Expenditure,Income Tax,3348.087156
Nevada,2016,Expenditure,Other,1321.983736
Nevada,2016,HP,Housing Prices,256118.6511
Nevada,2017,TotalIncome,Income,27958.44244
